# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403638137.895032405853271,0.00582,0.00020,0.00013,0.00000,0.00000,0.00227,0.00841
1403638137.945032358169556,0.00534,0.00013,0.00009,0.00000,0.00000,0.00186,0.00743
1403638137.995032310485840,0.00605,0.00019,0.00010,0.00000,0.00017,0.00238,0.00889
1403638138.045032501220703,0.01290,0.00021,0.00009,0.00000,0.00003,0.00209,0.01532
1403638138.095032453536987,0.00822,0.00038,0.00021,0.00000,0.00018,0.00285,0.01184
1403638138.145032405853271,0.00418,0.00019,0.00014,0.00000,0.00010,0.00261,0.00722
1403638138.195032358169556,0.00802,0.00015,0.00003,0.00000,0.00000,0.00186,0.01007
1403638138.245032310485840,0.00413,0.00018,0.00004,0.00000,0.00014,0.00218,0.00668
1403638138.295032501220703,0.00713,0.00016,0.00003,0.00000,0.00025,0.00219,0.00977
1403638138.345032453536987,0.00737,0.00016,0.00003,0.00000,0.00019,0.00215,0.00991
1403638138.395032405853271,0.01016,0.00013,0.00003,0.00000,0.00013,0.00178,0.01224
1403638138.445032358169556,0.00769,0.00022,0.00008,0.00000,0.00025,0.00332,0.01157
1403638138.495032310485840,0.00484,0.00014,0.00006,0.00000,0.00004,0.00241,0.00749
1403638138.545032501220703,0.00386,0.00015,0.00003,0.00000,0.00000,0.00216,0.00621
1403638138.595032453536987,0.00585,0.00016,0.00004,0.00000,0.00025,0.00216,0.00847
1403638138.645032405853271,0.00424,0.00018,0.00004,0.00000,0.00055,0.00234,0.00737
1403638138.695032358169556,0.01040,0.00013,0.00003,0.00000,0.00012,0.00185,0.01254
1403638138.745032310485840,0.01150,0.00014,0.00003,0.00000,0.00009,0.00182,0.01358
1403638138.795032501220703,0.00500,0.00016,0.00003,0.00000,0.00005,0.00270,0.00794
1403638138.845032453536987,0.00437,0.00015,0.00004,0.00000,0.00012,0.00930,0.01397
1403638138.895032405853271,0.00471,0.00015,0.00004,0.00000,0.00024,0.00220,0.00734
1403638138.945032358169556,0.01650,0.00015,0.00004,0.00000,0.00018,0.00194,0.01882
1403638138.995032310485840,0.00473,0.00014,0.00004,0.00000,0.00020,0.00769,0.01281
1403638139.045032501220703,0.00483,0.00016,0.00004,0.00000,0.00016,0.00332,0.00851
1403638139.095032453536987,0.00390,0.00014,0.00003,0.00000,0.00005,0.00215,0.00627
1403638139.145032405853271,0.01112,0.00014,0.00005,0.00000,0.00000,0.00192,0.01323
1403638139.195032358169556,0.00489,0.00021,0.00005,0.00000,0.00036,0.00215,0.00766
1403638139.245032310485840,0.00447,0.00016,0.00004,0.00000,0.00050,0.00275,0.00792
1403638139.295032501220703,0.00588,0.00015,0.00003,0.00000,0.00014,0.00250,0.00870
1403638139.345032453536987,0.00583,0.00025,0.00004,0.00000,0.00013,0.00385,0.01009
1403638139.395032405853271,0.00543,0.00020,0.00004,0.00000,0.00006,0.00298,0.00871
1403638139.445032358169556,0.00487,0.00018,0.00004,0.00000,0.00015,0.00262,0.00786
1403638139.495032310485840,0.00441,0.00021,0.00005,0.00000,0.00036,0.00760,0.01263
1403638139.545032501220703,0.00526,0.00022,0.00004,0.00000,0.00027,0.00463,0.01042
1403638139.595032453536987,0.00515,0.00014,0.00003,0.00000,0.00019,0.00311,0.00862
1403638139.645032405853271,0.00447,0.00015,0.00004,0.00000,0.00016,0.00226,0.00708
1403638139.695032358169556,0.01185,0.00013,0.00003,0.00000,0.00004,0.00188,0.01393
1403638139.745032310485840,0.01035,0.00013,0.00003,0.00000,0.00000,0.00193,0.01245
1403638139.795032501220703,0.00718,0.00015,0.00004,0.00000,0.00024,0.00224,0.00985
1403638139.845032453536987,0.00445,0.00014,0.00004,0.00000,0.00051,0.00217,0.00729
1403638139.895032405853271,0.00520,0.00015,0.00003,0.00000,0.00015,0.00223,0.00776
1403638139.945032358169556,0.01084,0.00013,0.00003,0.00000,0.00009,0.00190,0.01299
1403638139.995032310485840,0.00553,0.00017,0.00004,0.00000,0.00005,0.00408,0.00986
1403638140.045032501220703,0.00401,0.00014,0.00003,0.00000,0.00012,0.00216,0.00646
1403638140.095032453536987,0.00462,0.00016,0.00003,0.00000,0.00026,0.00206,0.00714
1403638140.145032405853271,0.01307,0.00014,0.00004,0.00000,0.00016,0.00180,0.01521
1403638140.195032358169556,0.00493,0.00015,0.00004,0.00000,0.00020,0.00237,0.00769
1403638140.245032310485840,0.00452,0.00014,0.00003,0.00000,0.00017,0.00219,0.00705
1403638140.295032501220703,0.00775,0.00020,0.00004,0.00000,0.00006,0.00267,0.01071
1403638140.345032453536987,0.00431,0.00015,0.00004,0.00000,0.00000,0.00219,0.00670
1403638140.395032405853271,0.02015,0.00024,0.00005,0.00000,0.00031,0.00257,0.02332
1403638140.445032358169556,0.00554,0.00015,0.00004,0.00000,0.00049,0.00227,0.00849
1403638140.495032310485840,0.00573,0.00016,0.00004,0.00000,0.00015,0.00250,0.00858
1403638140.545032501220703,0.01126,0.00016,0.00003,0.00000,0.00010,0.00219,0.01375
1403638140.595032453536987,0.00664,0.00026,0.00004,0.00000,0.00006,0.00271,0.00971
1403638140.645032405853271,0.00499,0.00020,0.00004,0.00000,0.00015,0.00267,0.00805
1403638140.695032358169556,0.00769,0.00019,0.00005,0.00000,0.00032,0.00325,0.01150
1403638140.745032310485840,0.00426,0.00015,0.00003,0.00000,0.00019,0.00226,0.00690
1403638140.795032501220703,0.00949,0.00013,0.00004,0.00000,0.00016,0.00211,0.01193
1403638140.845032453536987,0.01118,0.00015,0.00003,0.00000,0.00013,0.00180,0.01330
1403638140.895032405853271,0.00588,0.00020,0.00004,0.00000,0.00007,0.00283,0.00903
1403638140.945032358169556,0.00383,0.00015,0.00004,0.00000,0.00000,0.00217,0.00619
1403638140.995032310485840,0.00411,0.00015,0.00004,0.00000,0.00024,0.00788,0.01242
1403638141.045032501220703,0.00509,0.00014,0.00003,0.00000,0.00049,0.00221,0.00795
1403638141.095032453536987,0.00397,0.00014,0.00003,0.00000,0.00015,0.00217,0.00645
1403638141.145032405853271,0.00600,0.00022,0.00005,0.00000,0.00016,0.00342,0.00985
1403638141.195032358169556,0.00737,0.00016,0.00004,0.00000,0.00005,0.00196,0.00958
1403638141.245032310485840,0.00481,0.00015,0.00004,0.00000,0.00012,0.00241,0.00753
1403638141.295032501220703,0.00466,0.00015,0.00004,0.00000,0.00024,0.00449,0.00958
1403638141.345032453536987,0.00455,0.00014,0.00004,0.00000,0.00019,0.00220,0.00712
1403638141.395032405853271,0.00472,0.00014,0.00004,0.00000,0.00020,0.00220,0.00730
1403638141.445032358169556,0.00396,0.00014,0.00003,0.00000,0.00017,0.00207,0.00637
1403638141.495032310485840,0.00503,0.00014,0.00004,0.00000,0.00005,0.00232,0.00758
1403638141.545032501220703,0.00438,0.00014,0.00003,0.00000,0.00000,0.00241,0.00697
1403638141.595032453536987,0.00425,0.00020,0.00004,0.00000,0.00031,0.00233,0.00713
1403638141.645032405853271,0.00501,0.00018,0.00004,0.00000,0.00063,0.00271,0.00858
1403638141.695032358169556,0.00398,0.00014,0.00003,0.00000,0.00016,0.00220,0.00651
1403638141.745032310485840,0.00553,0.00014,0.00003,0.00000,0.00010,0.00216,0.00798
1403638141.795032501220703,0.00439,0.00028,0.00005,0.00000,0.00005,0.00225,0.00702
1403638141.845032453536987,0.00396,0.00015,0.00004,0.00000,0.00012,0.00221,0.00648
1403638141.895032405853271,0.00378,0.00017,0.00005,0.00000,0.00029,0.00226,0.00654
1403638141.945032358169556,0.00378,0.00015,0.00003,0.00000,0.00020,0.00222,0.00639
1403638141.995032310485840,0.00522,0.00015,0.00004,0.00000,0.00022,0.00235,0.00799
1403638142.045032501220703,0.00393,0.00014,0.00003,0.00000,0.00017,0.00208,0.00636
1403638142.095032453536987,0.00535,0.00027,0.00006,0.00000,0.00009,0.00386,0.00963
1403638142.145032405853271,0.00439,0.00019,0.00004,0.00000,0.00000,0.00313,0.00775
1403638142.195032358169556,0.00459,0.00017,0.00004,0.00000,0.00032,0.00314,0.00827
1403638142.245032310485840,0.00469,0.00015,0.00004,0.00000,0.00053,0.00228,0.00770
1403638142.295032501220703,0.00536,0.00028,0.00006,0.00000,0.00029,0.00314,0.00913
1403638142.345032453536987,0.00502,0.00022,0.00005,0.00000,0.00017,0.00291,0.00836
1403638142.395032405853271,0.00394,0.00014,0.00003,0.00000,0.00005,0.00263,0.00679
1403638142.445032358169556,0.00552,0.00022,0.00005,0.00000,0.00021,0.00219,0.00818
1403638142.495032310485840,0.00578,0.00022,0.00005,0.00000,0.00042,0.00261,0.00908
1403638142.545032501220703,0.00581,0.00021,0.00004,0.00000,0.00036,0.00267,0.00910
1403638142.595032453536987,0.00506,0.00022,0.00005,0.00000,0.00031,0.00225,0.00790
1403638142.645032405853271,0.00519,0.00022,0.00005,0.00000,0.00028,0.00268,0.00841
1403638142.695032358169556,0.00508,0.00019,0.00004,0.00000,0.00006,0.00305,0.00842
1403638142.745032310485840,0.00499,0.00018,0.00004,0.00000,0.00000,0.00270,0.00791
1403638142.795032501220703,0.00543,0.00014,0.00004,0.00000,0.00025,0.00224,0.00810
1403638142.845032453536987,0.00421,0.00014,0.00004,0.00000,0.00050,0.00223,0.00713
1403638142.895032405853271,0.00521,0.00018,0.00004,0.00000,0.00018,0.00220,0.00781
1403638142.945032358169556,0.00498,0.00019,0.00004,0.00000,0.00013,0.00261,0.00795
1403638142.995032310485840,0.00474,0.00018,0.00004,0.00000,0.00006,0.00252,0.00754
1403638143.045032501220703,0.00397,0.00015,0.00005,0.00000,0.00011,0.00306,0.00735
1403638143.095032453536987,0.00953,0.00013,0.00003,0.00000,0.00020,0.00218,0.01207
1403638143.145032405853271,0.00500,0.00018,0.00005,0.00000,0.00023,0.00251,0.00797
1403638143.195032358169556,0.00658,0.00019,0.00004,0.00000,0.00024,0.00264,0.00969
1403638143.245032310485840,0.00566,0.00024,0.00005,0.00000,0.00025,0.00311,0.00932
1403638143.295032501220703,0.00475,0.00019,0.00004,0.00000,0.00006,0.00270,0.00774
1403638143.345032453536987,0.00457,0.00016,0.00004,0.00000,0.00000,0.00220,0.00697
1403638143.395032405853271,0.00729,0.00017,0.00005,0.00000,0.00024,0.00263,0.01038
1403638143.445032358169556,0.00653,0.00019,0.00005,0.00000,0.00059,0.00274,0.01011
1403638143.495032310485840,0.00555,0.00024,0.00005,0.00000,0.00023,0.00288,0.00897
1403638143.545032501220703,0.00495,0.00014,0.00004,0.00000,0.00011,0.00232,0.00757
1403638143.595032453536987,0.00404,0.00017,0.00004,0.00000,0.00007,0.00215,0.00647
1403638143.645032405853271,0.00596,0.00019,0.00005,0.00000,0.00015,0.00282,0.00917
1403638143.695032358169556,0.00611,0.00018,0.00005,0.00000,0.00032,0.00265,0.00932
1403638143.745032310485840,0.00511,0.00017,0.00005,0.00000,0.00023,0.00249,0.00805
1403638143.795032501220703,0.00512,0.00018,0.00005,0.00000,0.00025,0.00259,0.00819
1403638143.845032453536987,0.00671,0.00023,0.00005,0.00000,0.00026,0.00317,0.01042
1403638143.895032405853271,0.00573,0.00022,0.00005,0.00000,0.00007,0.00314,0.00922
1403638143.945032358169556,0.00554,0.00019,0.00005,0.00000,0.00000,0.00242,0.00820
1403638143.995032310485840,0.00460,0.00017,0.00004,0.00000,0.00025,0.00216,0.00723
1403638144.045032501220703,0.00572,0.00022,0.00006,0.00000,0.00077,0.00259,0.00936
1403638144.095032453536987,0.00659,0.00019,0.00005,0.00000,0.00020,0.00269,0.00972
1403638144.145032405853271,0.00595,0.00022,0.00005,0.00000,0.00057,0.00317,0.00996
1403638144.195032358169556,0.00601,0.00023,0.00005,0.00000,0.00010,0.00283,0.00921
1403638144.245032310485840,0.00594,0.00028,0.00007,0.00000,0.00022,0.00294,0.00946
1403638144.295032501220703,0.00436,0.00016,0.00004,0.00000,0.00025,0.00226,0.00707
1403638144.345032453536987,0.00586,0.00024,0.00005,0.00000,0.00030,0.00326,0.00972
1403638144.395032405853271,0.00784,0.00016,0.00005,0.00000,0.00020,0.00235,0.01060
1403638144.445032358169556,0.00645,0.00026,0.00005,0.00000,0.00020,0.00278,0.00975
1403638144.495032310485840,0.00507,0.00016,0.00005,0.00000,0.00005,0.00273,0.00806
1403638144.545032501220703,0.00435,0.00015,0.00004,0.00000,0.00000,0.00223,0.00677
1403638144.595032453536987,0.00519,0.00018,0.00005,0.00000,0.00030,0.00259,0.00831
1403638144.645032405853271,0.00549,0.00019,0.00005,0.00000,0.00061,0.00263,0.00898
1403638144.695032358169556,0.00537,0.00023,0.00005,0.00000,0.00023,0.00205,0.00793
1403638144.745032310485840,0.00745,0.00023,0.00006,0.00000,0.00060,0.00246,0.01081
1403638144.795032501220703,0.00989,0.00016,0.00004,0.00000,0.00006,0.00217,0.01234
1403638144.845032453536987,0.00445,0.00017,0.00005,0.00000,0.00013,0.00237,0.00717
1403638144.895032405853271,0.00609,0.00022,0.00006,0.00000,0.00050,0.00304,0.00992
1403638144.945032358169556,0.00733,0.00017,0.00005,0.00000,0.00019,0.00233,0.01007
1403638144.995032310485840,0.00724,0.00019,0.00006,0.00000,0.00023,0.00271,0.01043
1403638145.045032501220703,0.00502,0.00017,0.00005,0.00000,0.00016,0.00223,0.00761
1403638145.095032453536987,0.01934,0.00014,0.00005,0.00000,0.00004,0.00195,0.02152
1403638145.145032405853271,0.00594,0.00026,0.00007,0.00000,0.00000,0.00329,0.00956
1403638145.195032358169556,0.00601,0.00018,0.00004,0.00000,0.00028,0.00248,0.00900
1403638145.245032310485840,0.00484,0.00016,0.00005,0.00000,0.00045,0.00237,0.00788
1403638145.295032501220703,0.00628,0.00023,0.00006,0.00000,0.00023,0.00264,0.00943
1403638145.345032453536987,0.01026,0.00015,0.00003,0.00000,0.00011,0.00195,0.01252
1403638145.395032405853271,0.00544,0.00021,0.00004,0.00000,0.00009,0.00308,0.00886
1403638145.445032358169556,0.00568,0.00022,0.00004,0.00000,0.00017,0.00311,0.00924
1403638145.495032310485840,0.00755,0.00020,0.00004,0.00000,0.00039,0.00215,0.01033
1403638145.545032501220703,0.00557,0.00022,0.00004,0.00000,0.00029,0.00262,0.00874
1403638145.595032453536987,0.00809,0.00015,0.00004,0.00000,0.00019,0.00226,0.01073
1403638145.645032405853271,0.00611,0.00027,0.00006,0.00000,0.00040,0.00284,0.00968
1403638145.695032358169556,0.00607,0.00028,0.00005,0.00000,0.00008,0.00208,0.00856
1403638145.745032310485840,0.00488,0.00017,0.00005,0.00000,0.00000,0.00260,0.00770
1403638145.795032501220703,0.00485,0.00016,0.00004,0.00000,0.00024,0.00671,0.01199
1403638145.845032453536987,0.01173,0.00013,0.00003,0.00000,0.00038,0.00187,0.01414
1403638145.895032405853271,0.00626,0.00027,0.00005,0.00000,0.00019,0.00260,0.00937
1403638145.945032358169556,0.00638,0.00027,0.00005,0.00000,0.00019,0.00322,0.01011
1403638145.995032310485840,0.00615,0.00022,0.00005,0.00000,0.00008,0.00261,0.00911
1403638146.045032501220703,0.00528,0.00019,0.00004,0.00000,0.00015,0.00273,0.00839
1403638146.095032453536987,0.00477,0.00017,0.00004,0.00000,0.00025,0.00223,0.00745
1403638146.145032405853271,0.00631,0.00022,0.00005,0.00000,0.00030,0.00318,0.01007
1403638146.195032358169556,0.00637,0.00020,0.00005,0.00000,0.00025,0.00269,0.00957
1403638146.245032310485840,0.00656,0.00018,0.00005,0.00000,0.00021,0.00799,0.01499
1403638146.295032501220703,0.00607,0.00019,0.00004,0.00000,0.00006,0.00252,0.00887
1403638146.345032453536987,0.00554,0.00022,0.00006,0.00000,0.00000,0.00272,0.00854
1403638146.395032405853271,0.00571,0.00019,0.00005,0.00000,0.00030,0.00267,0.00892
1403638146.445032358169556,0.00617,0.00026,0.00007,0.00000,0.00086,0.00315,0.01051
1403638146.495032310485840,0.00501,0.00027,0.00008,0.00000,0.00024,0.00292,0.00852
1403638146.545032501220703,0.00510,0.00015,0.00004,0.00000,0.00011,0.00234,0.00774
1403638146.595032453536987,0.00520,0.00015,0.00004,0.00000,0.00006,0.00220,0.00766
1403638146.645032405853271,0.00471,0.00017,0.00005,0.00000,0.00012,0.00227,0.00731
1403638146.695032358169556,0.00535,0.00024,0.00006,0.00000,0.00036,0.00490,0.01090
1403638146.745032310485840,0.00441,0.00016,0.00004,0.00000,0.00019,0.00223,0.00703
1403638146.795032501220703,0.00447,0.00017,0.00004,0.00000,0.00049,0.00219,0.00736
1403638146.845032453536987,0.00579,0.00021,0.00005,0.00000,0.00026,0.00259,0.00890
1403638146.895032405853271,0.00443,0.00016,0.00004,0.00000,0.00005,0.00207,0.00676
1403638146.945032358169556,0.00456,0.00015,0.00004,0.00000,0.00000,0.00201,0.00676
1403638146.995032310485840,0.00488,0.00021,0.00005,0.00000,0.00031,0.00247,0.00792
1403638147.045032501220703,0.00563,0.00019,0.00005,0.00000,0.00066,0.00280,0.00933
1403638147.095032453536987,0.00538,0.00019,0.00005,0.00000,0.00020,0.00269,0.00851
1403638147.145032405853271,0.00513,0.00019,0.00005,0.00000,0.00014,0.00260,0.00810
1403638147.195032358169556,0.00697,0.00033,0.00007,0.00000,0.00014,0.00456,0.01207
1403638147.245032310485840,0.00437,0.00017,0.00004,0.00000,0.00013,0.00219,0.00690
1403638147.295032501220703,0.00647,0.00034,0.00008,0.00000,0.00061,0.00299,0.01049
1403638147.345032453536987,0.00599,0.00026,0.00006,0.00000,0.00032,0.00316,0.00979
1403638147.395032405853271,0.00676,0.00021,0.00006,0.00000,0.00060,0.00293,0.01057
1403638147.445032358169556,0.00423,0.00016,0.00005,0.00000,0.00018,0.00231,0.00692
1403638147.495032310485840,0.00432,0.00014,0.00003,0.00000,0.00005,0.00223,0.00678
1403638147.545032501220703,0.00433,0.00014,0.00004,0.00000,0.00000,0.00213,0.00664
1403638147.595032453536987,0.00449,0.00015,0.00004,0.00000,0.00054,0.00239,0.00760
1403638147.645032405853271,0.00484,0.00016,0.00006,0.00000,0.00065,0.00229,0.00801
1403638147.695032358169556,0.01212,0.00018,0.00006,0.00000,0.00019,0.00253,0.01507
1403638147.745032310485840,0.00610,0.00021,0.00005,0.00000,0.00015,0.00278,0.00930
1403638147.795032501220703,0.00503,0.00015,0.00004,0.00000,0.00006,0.00216,0.00745
1403638147.845032453536987,0.00470,0.00016,0.00007,0.00000,0.00011,0.00223,0.00728
1403638147.895032405853271,0.00598,0.00017,0.00018,0.00000,0.00033,0.00258,0.00923
1403638147.945031166076660,0.00550,0.00016,0.00023,0.00000,0.00017,0.00215,0.00822
1403638147.995031118392944,0.00524,0.00017,0.00031,0.00000,0.00015,0.00208,0.00794
